Event Name,Venue Name,Event Date,Section,Row,Notes,Stock Type,Quantity,Price
New York Yankees vs. Baltimore Orioles,Yankee Stadium,"Mon, Apr 05 2021 6:35 PM",311,1,Seats 18 - 21. Includes access to Audi Club and Pepsi Lounge where food is available for purchase.. Ready to ship by 3/31/2021,FedEx Delivery,4,47.00
New York Yankees vs. Baltimore Orioles,Yankee Stadium,"Mon, Apr 05 2021 6:35 PM",329,4,Elite Seller - Has established a reputation for speedy confirmation and on-time delivery of orders!,Electronic Transfer,8,47.00
New York Yankees vs. Baltimore Orioles,Yankee Stadium,"Mon, Apr 05 2021 6:35 PM",229,8,Seats 7 - 10. Mobile Entry Tickets. Must have smart device on hand to enter event. XFER. Ready to ship by 4/4/2021,Electronic Transfer,4,48.00
New York Yankees vs. Baltimore Orioles,Yankee Stadium,"Mon, Apr 05 2021 6:35 PM",423,3,Elite Seller - Has established a reputation for speedy confirmation and on-time delivery of orders!,Electronic Transfer,4,48.00
New York Yankees vs. Baltimore Orioles,Yankee Stadium,"Mon, Apr 05 2021 6:35 PM",228,18,Seats 5 - 15. XFER. Ready to ship by 3/26/2021,Electronic Transfer,11,48.00
New York Yankees vs. Baltimore Orioles,Yankee Stadium,"Mon, Apr 05 2021 6:35 PM",424,3,XFER Mobile Entry Tickets. Must have smart device on hand to enter event. Tickets must be bought together. Ready to ship by 3/30/2021,Electronic Transfer,2,48.00
New York Yankees vs. Baltimore Orioles,Yankee Stadium,"Mon, Apr 05 2021 6:35 PM",416,2,Elite Seller - Has established a reputation for speedy confirmation and on-time delivery of orders!,Electronic Transfer,2,49.00
New York Yankees vs. Baltimore Orioles,Yankee Stadium,"Mon, Apr 05 2021 6:35 PM",210,1,Seats 9 - 10. XFER. Ready to ship by 3/26/2021,Electronic Transfer,2,51.00
New York Yankees vs. Baltimore Orioles,Yankee Stadium,"Mon, Apr 05 2021 6:35 PM",211,11,Seats 5 - 7. Mobile Entry Tickets. Must have smart device on hand to enter event. XFER. Ready to ship by 4/4/2021,Electronic Transfer,3,51.00
New York Yankees vs. Baltimore Orioles,Yankee Stadium,"Mon, Apr 05 2021 6:35 PM",316,9,Mobile Entry Tickets. Must have smart device on hand to enter event. XFER. Ready to ship by 4/4/2021,Electronic Transfer,2,52.00
New York Yankees vs. Baltimore Orioles,Yankee Stadium,"Mon, Apr 05 2021 6:35 PM",231,8,Seats 3 - 8. XFER Mobile Entry Tickets. Must have smart device on hand to enter event. Ready to ship by 3/29/2021,Electronic Transfer,6,52.00
New York Yankees vs. Baltimore Orioles,Yankee Stadium,"Mon, Apr 05 2021 6:35 PM",326,2,Seats 21 - 25. Includes access to Audi Club and Pepsi Lounge where food is available for purchase.. Ready to ship by 3/30/2021,FedEx Delivery,5,52.00
New York Yankees vs. Baltimore Orioles,Yankee Stadium,"Mon, Apr 05 2021 6:35 PM",312,1,Seats 1 - 4. Includes access to Audi Club and Pepsi Lounge where food is available for purchase.. Ready to ship by 3/31/2021,FedEx Delivery,4,52.00
New York Yankees vs. Baltimore Orioles,Yankee Stadium,"Mon, Apr 05 2021 6:35 PM",312,1,Seats 7 - 10. Includes access to Audi Club and Pepsi Lounge where food is available for purchase.. Ready to ship by 3/31/2021,FedEx Delivery,4,52.00
New York Yankees vs. Baltimore Orioles,Yankee Stadium,"Mon, Apr 05 2021 6:35 PM",312,1,Seats 21 - 22. Includes access to Audi Club and Pepsi Lounge where food is available for purchase.. Ready to ship by 3/31/2021,FedEx Delivery,2,52.00
New York Yankees vs. Baltimore Orioles,Yankee Stadium,"Mon, Apr 05 2021 6:35 PM",210,4,Seats 7 - 8. Mobile Entry Tickets. Must have smart device on hand to enter event. XFER. Ready to ship by 4/4/2021,Electronic Transfer,2,54.00
New York Yankees vs. Baltimore Orioles,Yankee Stadium,"Mon, Apr 05 2021 6:35 PM",419,1,XFER Mobile Entry Tickets. Must have smart device on hand to enter event. Tickets must be bought together. Ready to ship by 3/30/2021,Electronic Transfer,2,55.00
New York Yankees vs. Baltimore Orioles,Yankee Stadium,"Mon, Apr 05 2021 6:35 PM",232A,3,Mobile ticket: Scan your tickets from your mobile phone for this event. Do not print these tickets. MOBILEQR. Ready to ship by 4/4/2021,E-Tickets,7,55.00
New York Yankees vs. Baltimore Orioles,Yankee Stadium,"Mon, Apr 05 2021 6:35 PM",133,10,Seats 1 - 5. XFER. Ready to ship by 3/26/2021,Electronic Transfer,5,56.00
New York Yankees vs. Baltimore Orioles,Yankee Stadium,"Mon, Apr 05 2021 6:35 PM",134,10,Seats 10 - 17. XFER. Ready to ship by 3/26/2021,Electronic Transfer,8,56.00
New York Yankees vs. Baltimore Orioles,Yankee Stadium,"Mon, Apr 05 2021 6:35 PM",210,6,Seats 13 - 16. XFER Mobile Entry Tickets. Must have smart device on hand to enter event. Ready to ship by 3/29/2021,Electronic Transfer,4,56.00
New York Yankees vs. Baltimore Orioles,Yankee Stadium,"Mon, Apr 05 2021 6:35 PM",211,7,Mobile Entry Tickets. Must have smart device on hand to enter event. XFER. Ready to ship by 4/4/2021,Electronic Transfer,2,57.00
New York Yankees vs. Baltimore Orioles,Yankee Stadium,"Mon, Apr 05 2021 6:35 PM",210,6,xfer. Ready to ship by 4/4/2021,Electronic Transfer,4,57.00
New York Yankees vs. Baltimore Orioles,Yankee Stadium,"Mon, Apr 05 2021 6:35 PM",210,7,xfer. Ready to ship by 4/4/2021,Electronic Transfer,7,57.00
New York Yankees vs. Baltimore Orioles,Yankee Stadium,"Mon, Apr 05 2021 6:35 PM",228,13,xfer. Ready to ship by 4/4/2021,Electronic Transfer,2,57.00
New York Yankees vs. Baltimore Orioles,Yankee Stadium,"Mon, Apr 05 2021 6:35 PM",211,11,xfer. Ready to ship by 4/4/2021,Electronic Transfer,10,57.00
New York Yankees vs. Baltimore Orioles,Yankee Stadium,"Mon, Apr 05 2021 6:35 PM",325,5,xfer. Ready to ship by 4/4/2021,Electronic Transfer,2,57.00
New York Yankees vs. Baltimore Orioles,Yankee Stadium,"Mon, Apr 05 2021 6:35 PM",314,2,xfer. Ready to ship by 4/4/2021,Electronic Transfer,6,57.00
New York Yankees vs. Baltimore Orioles,Yankee Stadium,"Mon, Apr 05 2021 6:35 PM",228,16,xfer. Ready to ship by 4/4/2021,Electronic Transfer,2,57.00
New York Yankees vs. Baltimore Orioles,Yankee Stadium,"Mon, Apr 05 2021 6:35 PM",314,3,xfer. Ready to ship by 4/4/2021,Electronic Transfer,10,57.00
New York Yankees vs. Baltimore Orioles,Yankee Stadium,"Mon, Apr 05 2021 6:35 PM",211,15,xfer. Ready to ship by 4/4/2021,Electronic Transfer,2,57.00
New York Yankees vs. Baltimore Orioles,Yankee Stadium,"Mon, Apr 05 2021 6:35 PM",211,15,xfer. Ready to ship by 4/4/2021,Electronic Transfer,6,57.00
New York Yankees vs. Baltimore Orioles,Yankee Stadium,"Mon, Apr 05 2021 6:35 PM",211,15,xfer. Ready to ship by 4/4/2021,Electronic Transfer,2,57.00
New York Yankees vs. Baltimore Orioles,Yankee Stadium,"Mon, Apr 05 2021 6:35 PM",228,19,xfer. Ready to ship by 4/4/2021,Electronic Transfer,4,57.00
New York Yankees vs. Baltimore Orioles,Yankee Stadium,"Mon, Apr 05 2021 6:35 PM",229,1,Seats 13 - 14. Includes access to Audi Club and Pepsi Lounge where food is available for purchase.. Ready to ship by 3/29/2021,FedEx Delivery,2,58.00
New York Yankees vs. Baltimore Orioles,Yankee Stadium,"Mon, Apr 05 2021 6:35 PM",210,2,Seats 3 - 4. Includes access to Audi Club and Pepsi Lounge where food is available for purchase.. Ready to ship by 3/29/2021,FedEx Delivery,2,58.00
New York Yankees vs. Baltimore Orioles,Yankee Stadium,"Mon, Apr 05 2021 6:35 PM",210,2,Seats 9 - 11. Includes access to Audi Club and Pepsi Lounge where food is available for purchase.. Ready to ship by 3/29/2021,FedEx Delivery,3,58.00
New York Yankees vs. Baltimore Orioles,Yankee Stadium,"Mon, Apr 05 2021 6:35 PM",326,1,Seats 9 - 12. Includes access to Audi Club and Pepsi Lounge where food is available for purchase.. Ready to ship by 3/30/2021,FedEx Delivery,4,58.00
New York Yankees vs. Baltimore Orioles,Yankee Stadium,"Mon, Apr 05 2021 6:35 PM",326,1,Seats 19 - 23. Includes access to Audi Club and Pepsi Lounge where food is available for purchase.. Ready to ship by 3/30/2021,FedEx Delivery,5,58.00
New York Yankees vs. Baltimore Orioles,Yankee Stadium,"Mon, Apr 05 2021 6:35 PM",314,2,Seats 3 - 8. Includes access to Audi Club and Pepsi Lounge where food is available for purchase.. Ready to ship by 3/30/2021,FedEx Delivery,6,58.00
New York Yankees vs. Baltimore Orioles,Yankee Stadium,"Mon, Apr 05 2021 6:35 PM",133,6,Seats 10 - 13. XFER Mobile Entry Tickets. Must have smart device on hand to enter event. Ready to ship by 3/29/2021,Electronic Transfer,4,59.00
New York Yankees vs. Baltimore Orioles,Yankee Stadium,"Mon, Apr 05 2021 6:35 PM",210,2,Mobile Tickets: You will need to set up a separate account to access your tickets (instructions will be emailed). XFER. Ready to ship by 4/4/2021,Electronic Transfer,2,59.00
New York Yankees vs. Baltimore Orioles,Yankee Stadium,"Mon, Apr 05 2021 6:35 PM",206,4,Seats 1 - 10. XFER Mobile Entry Tickets. Must have smart device on hand to enter event. Ready to ship by 3/29/2021,Electronic Transfer,10,59.00
New York Yankees vs. Baltimore Orioles,Yankee Stadium,"Mon, Apr 05 2021 6:35 PM",212,5,Xfer Mobile Entry. Scan your tickets from your mobile phone for this event. Do not print these tickets. Ready to ship by 4/1/2021,Electronic Transfer,3,60.00
New York Yankees vs. Baltimore Orioles,Yankee Stadium,"Mon, Apr 05 2021 6:35 PM",133,4,Seats 5 - 14. XFER Mobile Entry Tickets. Must have smart device on hand to enter event. Ready to ship by 3/29/2021,Electronic Transfer,10,61.00
New York Yankees vs. Baltimore Orioles,Yankee Stadium,"Mon, Apr 05 2021 6:35 PM",324,3,XFER. Ready to ship by 4/3/2021,Electronic Transfer,8,62.00
New York Yankees vs. Baltimore Orioles,Yankee Stadium,"Mon, Apr 05 2021 6:35 PM",136,2,Seats 3 - 18. XFER. Ready to ship by 3/26/2021,Electronic Transfer,16,64.00
New York Yankees vs. Baltimore Orioles,Yankee Stadium,"Mon, Apr 05 2021 6:35 PM",316,2,Seats 1 - 2. Includes access to Audi Club and Pepsi Lounge where food is available for purchase.. Ready to ship by 3/30/2021,FedEx Delivery,2,65.00
New York Yankees vs. Baltimore Orioles,Yankee Stadium,"Mon, Apr 05 2021 6:35 PM",229,4,Mobile Tickets: You will need to set up a separate account to access your tickets (instructions will be emailed). XFER. Ready to ship by 4/4/2021,Electronic Transfer,2,65.00
New York Yankees vs. Baltimore Orioles,Yankee Stadium,"Mon, Apr 05 2021 6:35 PM",318,2,Seats 1 - 8. XFER Jim Beam Suite Access. Ready to ship by 3/26/2021,Electronic Transfer,8,67.00
New York Yankees vs. Baltimore Orioles,Yankee Stadium,"Mon, Apr 05 2021 6:35 PM",320B,2,Seats 16 - 17. XFER Jim Beam Suite Access. Ready to ship by 3/26/2021,Electronic Transfer,2,69.00
New York Yankees vs. Baltimore Orioles,Yankee Stadium,"Mon, Apr 05 2021 6:35 PM",320B,3,Seats 15 - 17. XFER Jim Beam Suite Access. Ready to ship by 3/26/2021,Electronic Transfer,3,69.00
New York Yankees vs. Baltimore Orioles,Yankee Stadium,"Mon, Apr 05 2021 6:35 PM",320A,2,Seats 1 - 9. XFER Jim Beam Suite Access. Ready to ship by 3/26/2021,Electronic Transfer,9,69.00
New York Yankees vs. Baltimore Orioles,Yankee Stadium,"Mon, Apr 05 2021 6:35 PM",136,2,Seats 1 - 2. XFER Mobile Entry Tickets. Must have smart device on hand to enter event. Ready to ship by 3/29/2021,Electronic Transfer,2,69.00
New York Yankees vs. Baltimore Orioles,Yankee Stadium,"Mon, Apr 05 2021 6:35 PM",232A,1,Mobile ticket: Scan your tickets from your mobile phone for this event. Do not print these tickets. MOBILEQR. Ready to ship by 4/4/2021,E-Tickets,2,69.00
New York Yankees vs. Baltimore Orioles,Yankee Stadium,"Mon, Apr 05 2021 6:35 PM",320B,2,Seats 1 - 4. XFER Jim Beam Suite Access. Ready to ship by 3/26/2021,Electronic Transfer,4,71.00
New York Yankees vs. Baltimore Orioles,Yankee Stadium,"Mon, Apr 05 2021 6:35 PM",229,1,Seats 5 - 10. Includes access to Audi Club and Pepsi Lounge where food is available for purchase.. Ready to ship by 3/29/2021,FedEx Delivery,6,71.00
New York Yankees vs. Baltimore Orioles,Yankee Stadium,"Mon, Apr 05 2021 6:35 PM",316,2,Seats 7 - 15. Includes access to Audi Club and Pepsi Lounge where food is available for purchase.. Ready to ship by 3/30/2021,FedEx Delivery,9,71.00
New York Yankees vs. Baltimore Orioles,Yankee Stadium,"Mon, Apr 05 2021 6:35 PM",321,2,XFER. Ready to ship by 4/3/2021,Electronic Transfer,2,73.00
New York Yankees vs. Baltimore Orioles,Yankee Stadium,"Mon, Apr 05 2021 6:35 PM",227A,7,XFER. Ready to ship by 4/3/2021,Electronic Transfer,2,78.00
New York Yankees vs. Baltimore Orioles,Yankee Stadium,"Mon, Apr 05 2021 6:35 PM",227A,6,XFER. Ready to ship by 4/3/2021,Electronic Transfer,2,81.00
New York Yankees vs. Baltimore Orioles,Yankee Stadium,"Mon, Apr 05 2021 6:35 PM",112,11,Seats 1 - 2. Ready to ship by 3/30/2021.,FedEx Delivery,2,82.00
New York Yankees vs. Baltimore Orioles,Yankee Stadium,"Mon, Apr 05 2021 6:35 PM",109,7,Seats 5 - 9. Ready to ship by 3/30/2021.,FedEx Delivery,5,82.00
New York Yankees vs. Baltimore Orioles,Yankee Stadium,"Mon, Apr 05 2021 6:35 PM",128,10,Seats 13 - 16. Ready to ship by 3/30/2021.,FedEx Delivery,4,88.00
New York Yankees vs. Baltimore Orioles,Yankee Stadium,"Mon, Apr 05 2021 6:35 PM",114A,11,Elite Seller - Has established a reputation for speedy confirmation and on-time delivery of orders!,Electronic Transfer,6,92.00
New York Yankees vs. Baltimore Orioles,Yankee Stadium,"Mon, Apr 05 2021 6:35 PM",223,6,XFER. Ready to ship by 4/3/2021,Electronic Transfer,6,107.00
New York Yankees vs. Baltimore Orioles,Yankee Stadium,"Mon, Apr 05 2021 6:35 PM",217,3,Seats 9 - 10. Includes access to Audi Club and Pepsi Lounge where food is available for purchase.. Ready to ship by 3/29/2021,FedEx Delivery,2,116.00
New York Mets vs. Miami Marlins - Home Opener,Citi Field,"Thu, Apr 08 2021 1:10 PM",535,5,tmx,Electronic Transfer,12,85.00
New York Mets vs. Miami Marlins - Home Opener,Citi Field,"Thu, Apr 08 2021 1:10 PM",520,1,Seats 3 - 8. XFER MOBILE ENTRY TMX. Ready to ship by 4/7/2021,Electronic Transfer,6,113.00
New York Mets vs. Miami Marlins - Home Opener,Citi Field,"Thu, Apr 08 2021 1:10 PM",507,1,Seats 7 - 12. XFER MOBILE ENTRY TMX. Ready to ship by 4/7/2021,Electronic Transfer,6,113.00
New York Mets vs. Miami Marlins - Home Opener,Citi Field,"Thu, Apr 08 2021 1:10 PM",534,4,XFER. Ready to ship by 4/4/2021,Electronic Transfer,4,113.00
New York Mets vs. Miami Marlins - Home Opener,Citi Field,"Thu, Apr 08 2021 1:10 PM",534,10,XFER. Ready to ship by 4/4/2021,Electronic Transfer,5,113.00
New York Mets vs. Miami Marlins - Home Opener,Citi Field,"Thu, Apr 08 2021 1:10 PM",423,3,Seats 10 - 15. XFER MOBILE ENTRY TMX. Ready to ship by 4/7/2021,Electronic Transfer,6,121.00
New York Mets vs. Miami Marlins - Home Opener,Citi Field,"Thu, Apr 08 2021 1:10 PM",407,3,Seats 1 - 4. XFER MOBILE ENTRY TMX. Ready to ship by 4/7/2021,Electronic Transfer,4,130.00
New York Mets vs. Miami Marlins - Home Opener,Citi Field,"Thu, Apr 08 2021 1:10 PM",522,1,Elite Seller - Has established a reputation for speedy confirmation and on-time delivery of orders!,Electronic Transfer,6,151.00
New York Mets vs. Miami Marlins - Home Opener,Citi Field,"Thu, Apr 08 2021 1:10 PM",338,1,Seats 5 - 6. XFER MOBILE ENTRY TMX. Ready to ship by 4/7/2021,Electronic Transfer,2,155.00
New York Mets vs. Miami Marlins - Home Opener,Citi Field,"Thu, Apr 08 2021 1:10 PM",303,1,Mobile Entry Tickets. Must have smart device on hand to enter event. XFER. Ready to ship by 4/7/2021,Electronic Transfer,2,156.00
New York Mets vs. Miami Marlins - Home Opener,Citi Field,"Thu, Apr 08 2021 1:10 PM",303,1,Mobile Entry Tickets. Must have smart device on hand to enter event. XFER. Ready to ship by 4/7/2021,Electronic Transfer,4,156.00
New York Mets vs. Miami Marlins - Home Opener,Citi Field,"Thu, Apr 08 2021 1:10 PM",303,1,Mobile Entry Tickets. Must have smart device on hand to enter event. XFER. Ready to ship by 4/7/2021,Electronic Transfer,2,156.00
New York Mets vs. Miami Marlins - Home Opener,Citi Field,"Thu, Apr 08 2021 1:10 PM",304,1,Mobile Entry Tickets. Must have smart device on hand to enter event. XFER. Ready to ship by 4/7/2021,Electronic Transfer,3,156.00
New York Mets vs. Miami Marlins - Home Opener,Citi Field,"Thu, Apr 08 2021 1:10 PM",304,1,Mobile Entry Tickets. Must have smart device on hand to enter event. XFER. Ready to ship by 4/7/2021,Electronic Transfer,4,156.00
New York Mets vs. Miami Marlins - Home Opener,Citi Field,"Thu, Apr 08 2021 1:10 PM",305,1,XFER. Ready to ship by 4/1/2021,Electronic Transfer,3,156.00
New York Mets vs. Miami Marlins - Home Opener,Citi Field,"Thu, Apr 08 2021 1:10 PM",302,1,Mobile Entry Tickets. Must have smart device on hand to enter event. XFER. Ready to ship by 4/7/2021,Electronic Transfer,2,158.00
New York Mets vs. Miami Marlins - Home Opener,Citi Field,"Thu, Apr 08 2021 1:10 PM",302,1,Mobile Entry Tickets. Must have smart device on hand to enter event. XFER. Ready to ship by 4/7/2021,Electronic Transfer,2,158.00
New York Mets vs. Miami Marlins - Home Opener,Citi Field,"Thu, Apr 08 2021 1:10 PM",103,4,Mobile Entry Tickets. Must have smart device on hand to enter event. XFER. Ready to ship by 4/7/2021,Electronic Transfer,4,161.00
New York Mets vs. Miami Marlins - Home Opener,Citi Field,"Thu, Apr 08 2021 1:10 PM",518,1,Elite Seller - Has established a reputation for speedy confirmation and on-time delivery of orders!,Electronic Transfer,3,169.00
New York Mets vs. Miami Marlins - Home Opener,Citi Field,"Thu, Apr 08 2021 1:10 PM",512,17,mobileqr Mobile ticket: Scan your tickets from your mobile phone for this event. Do not print these tickets..,E-Tickets,6,169.00
New York Mets vs. Miami Marlins - Home Opener,Citi Field,"Thu, Apr 08 2021 1:10 PM",107,20,TMX XFER. Ready to ship by 4/5/2021,Electronic Transfer,3,173.00
New York Mets vs. Miami Marlins - Home Opener,Citi Field,"Thu, Apr 08 2021 1:10 PM",107,21,TMX XFER. Ready to ship by 4/5/2021,Electronic Transfer,4,173.00
New York Mets vs. Miami Marlins - Home Opener,Citi Field,"Thu, Apr 08 2021 1:10 PM",508,1,Elite Seller - Has established a reputation for speedy confirmation and on-time delivery of orders!,Electronic Transfer,9,175.00
New York Mets vs. Miami Marlins - Home Opener,Citi Field,"Thu, Apr 08 2021 1:10 PM",516,16,mobileqr Mobile ticket: Scan your tickets from your mobile phone for this event. Do not print these tickets..,E-Tickets,8,176.00
New York Mets vs. Miami Marlins - Home Opener,Citi Field,"Thu, Apr 08 2021 1:10 PM",517,1,Elite Seller - Has established a reputation for speedy confirmation and on-time delivery of orders!,Electronic Transfer,4,181.00
New York Mets vs. Miami Marlins - Home Opener,Citi Field,"Thu, Apr 08 2021 1:10 PM",403,1,Elite Seller - Has established a reputation for speedy confirmation and on-time delivery of orders!,Electronic Transfer,2,181.00
New York Mets vs. Miami Marlins - Home Opener,Citi Field,"Thu, Apr 08 2021 1:10 PM",134,G,Seats 7 - 8. XFER MOBILE ENTRY TMX. Ready to ship by 4/7/2021,Electronic Transfer,2,182.00
New York Mets vs. Miami Marlins - Home Opener,Citi Field,"Thu, Apr 08 2021 1:10 PM",128,16,TMX XFER. Ready to ship by 4/5/2021,Electronic Transfer,3,183.00
New York Mets vs. Miami Marlins - Home Opener,Citi Field,"Thu, Apr 08 2021 1:10 PM",128,17,TMX XFER. Ready to ship by 4/5/2021,Electronic Transfer,4,183.00
New York Mets vs. Miami Marlins - Home Opener,Citi Field,"Thu, Apr 08 2021 1:10 PM",509,1,Elite Seller - Has established a reputation for speedy confirmation and on-time delivery of orders!,Electronic Transfer,6,197.00
New York Mets vs. Miami Marlins - Home Opener,Citi Field,"Thu, Apr 08 2021 1:10 PM",525,15,Seats 11 - 14. Ready to ship by 4/4/2021.,FedEx Delivery,4,198.00
New York Mets vs. Miami Marlins - Home Opener,Citi Field,"Thu, Apr 08 2021 1:10 PM",525,15,Elite Seller - Has established a reputation for speedy confirmation and on-time delivery of orders!,E-Tickets,4,198.00
New York Mets vs. Miami Marlins - Home Opener,Citi Field,"Thu, Apr 08 2021 1:10 PM",311,9,Mobile Entry Tickets. Must have smart device on hand to enter event. XFER. Ready to ship by 4/7/2021,Electronic Transfer,2,199.00
New York Mets vs. Miami Marlins - Home Opener,Citi Field,"Thu, Apr 08 2021 1:10 PM",134,2,Xfer MOBILE ENTRY. Scan your tickets from your phone for this event. Do not print these tickets. Ready to ship by 4/6/2021,Electronic Transfer,2,203.00
New York Mets vs. Miami Marlins - Home Opener,Citi Field,"Thu, Apr 08 2021 1:10 PM",310,1,Mobile Entry Tickets. Must have smart device on hand to enter event. XFER. Ready to ship by 4/7/2021,Electronic Transfer,2,204.00
New York Mets vs. Miami Marlins - Home Opener,Citi Field,"Thu, Apr 08 2021 1:10 PM",126,17,TMX XFER. Ready to ship by 4/5/2021,Electronic Transfer,3,206.00
New York Mets vs. Miami Marlins - Home Opener,Citi Field,"Thu, Apr 08 2021 1:10 PM",126,18,TMX XFER. Ready to ship by 4/5/2021,Electronic Transfer,4,206.00
New York Mets vs. Miami Marlins - Home Opener,Citi Field,"Thu, Apr 08 2021 1:10 PM",327,2,Seats 13 - 16. XFER MOBILE ENTRY TMX. Ready to ship by 4/7/2021,Electronic Transfer,4,210.00
New York Mets vs. Miami Marlins - Home Opener,Citi Field,"Thu, Apr 08 2021 1:10 PM",328,2,Seats 11 - 14. XFER MOBILE ENTRY TMX. Ready to ship by 4/7/2021,Electronic Transfer,4,210.00
New York Mets vs. Miami Marlins - Home Opener,Citi Field,"Thu, Apr 08 2021 1:10 PM",125,21,TMX XFER. Ready to ship by 4/5/2021,Electronic Transfer,3,212.00
New York Mets vs. Miami Marlins - Home Opener,Citi Field,"Thu, Apr 08 2021 1:10 PM",125,22,TMX XFER. Ready to ship by 4/5/2021,Electronic Transfer,4,212.00
New York Mets vs. Miami Marlins - Home Opener,Citi Field,"Thu, Apr 08 2021 1:10 PM",109,21,TMX XFER. Ready to ship by 4/5/2021,Electronic Transfer,4,212.00
New York Mets vs. Miami Marlins - Home Opener,Citi Field,"Thu, Apr 08 2021 1:10 PM",411,1,Elite Seller - Has established a reputation for speedy confirmation and on-time delivery of orders!,Electronic Transfer,2,212.00
New York Mets vs. Miami Marlins - Home Opener,Citi Field,"Thu, Apr 08 2021 1:10 PM",110,30,Xfer MOBILE ENTRY. Scan your tickets from your phone for this event. Do not print these tickets. Ready to ship by 4/6/2021,Electronic Transfer,2,221.00
New York Mets vs. Miami Marlins - Home Opener,Citi Field,"Thu, Apr 08 2021 1:10 PM",110,21,TMX XFER. Ready to ship by 4/5/2021,Electronic Transfer,3,224.00
New York Mets vs. Miami Marlins - Home Opener,Citi Field,"Thu, Apr 08 2021 1:10 PM",110,22,TMX XFER. Ready to ship by 4/5/2021,Electronic Transfer,4,224.00
New York Mets vs. Miami Marlins - Home Opener,Citi Field,"Thu, Apr 08 2021 1:10 PM",124,30,TMX XFER. Ready to ship by 4/5/2021,Electronic Transfer,3,224.00
New York Mets vs. Miami Marlins - Home Opener,Citi Field,"Thu, Apr 08 2021 1:10 PM",124,31,TMX XFER. Ready to ship by 4/5/2021,Electronic Transfer,4,224.00
New York Mets vs. Miami Marlins - Home Opener,Citi Field,"Thu, Apr 08 2021 1:10 PM",111,31,TMX XFER. Ready to ship by 4/5/2021,Electronic Transfer,4,228.00
New York Mets vs. Miami Marlins - Home Opener,Citi Field,"Thu, Apr 08 2021 1:10 PM",125,16,Seats 5 - 15. TMX XFER. Ready to ship by 4/4/2021,Electronic Transfer,11,240.00
New York Mets vs. Miami Marlins - Home Opener,Citi Field,"Thu, Apr 08 2021 1:10 PM",411,1,Elite Seller - Has established a reputation for speedy confirmation and on-time delivery of orders!,Electronic Transfer,5,241.00
New York Mets vs. Miami Marlins - Home Opener,Citi Field,"Thu, Apr 08 2021 1:10 PM",136,2,Elite Seller - Has established a reputation for speedy confirmation and on-time delivery of orders!,Electronic Transfer,2,243.00
New York Mets vs. Miami Marlins - Home Opener,Citi Field,"Thu, Apr 08 2021 1:10 PM",312,3,Xfer MOBILE ENTRY. Scan your tickets from your phone for this event. Do not print these tickets. Ready to ship by 4/6/2021,Electronic Transfer,2,246.00
New York Mets vs. Miami Marlins - Home Opener,Citi Field,"Thu, Apr 08 2021 1:10 PM",326,2,Xfer MOBILE ENTRY. Scan your tickets from your phone for this event. Do not print these tickets. Ready to ship by 4/6/2021,Electronic Transfer,3,248.00
New York Mets vs. Miami Marlins - Home Opener,Citi Field,"Thu, Apr 08 2021 1:10 PM",110,9,Mobile Entry Tickets. Must have smart device on hand to enter event. XFER. Ready to ship by 4/7/2021,Electronic Transfer,2,251.00
New York Mets vs. Miami Marlins - Home Opener,Citi Field,"Thu, Apr 08 2021 1:10 PM",110,9,Mobile Entry Tickets. Must have smart device on hand to enter event. XFER. Ready to ship by 4/7/2021,Electronic Transfer,2,251.00
New York Mets vs. Miami Marlins - Home Opener,Citi Field,"Thu, Apr 08 2021 1:10 PM",110,9,Mobile Entry Tickets. Must have smart device on hand to enter event. XFER. Ready to ship by 4/7/2021,Electronic Transfer,2,251.00
New York Mets vs. Miami Marlins - Home Opener,Citi Field,"Thu, Apr 08 2021 1:10 PM",112,31,TMX XFER. Ready to ship by 4/5/2021,Electronic Transfer,2,257.00
New York Mets vs. Miami Marlins - Home Opener,Citi Field,"Thu, Apr 08 2021 1:10 PM",110,10,Mobile Entry Tickets. Must have smart device on hand to enter event. XFER. Ready to ship by 4/7/2021,Electronic Transfer,4,257.00
New York Mets vs. Miami Marlins - Home Opener,Citi Field,"Thu, Apr 08 2021 1:10 PM",110,7,Mobile Entry Tickets. Must have smart device on hand to enter event. XFER. Ready to ship by 4/7/2021,Electronic Transfer,2,260.00
New York Mets vs. Miami Marlins - Home Opener,Citi Field,"Thu, Apr 08 2021 1:10 PM",122,30,TMX XFER. Ready to ship by 4/5/2021,Electronic Transfer,3,273.00
New York Mets vs. Miami Marlins - Home Opener,Citi Field,"Thu, Apr 08 2021 1:10 PM",122,31,TMX XFER. Ready to ship by 4/5/2021,Electronic Transfer,4,273.00
New York Mets vs. Miami Marlins - Home Opener,Citi Field,"Thu, Apr 08 2021 1:10 PM",113,31,TMX XFER. Ready to ship by 4/5/2021,Electronic Transfer,4,285.00
New York Mets vs. Miami Marlins - Home Opener,Citi Field,"Thu, Apr 08 2021 1:10 PM",134,1,Elite Seller - Has established a reputation for speedy confirmation and on-time delivery of orders!,Electronic Transfer,2,290.00
New York Mets vs. Miami Marlins - Home Opener,Citi Field,"Thu, Apr 08 2021 1:10 PM",328,1,Elite Seller - Has established a reputation for speedy confirmation and on-time delivery of orders!,Electronic Transfer,2,291.00
